Fecha;Especie;Nombre vulgar;Nº Ficha;Paraje;Causa;Muerte;Mun. recogida;Observaciones;Causa2;id_addr;address2
29/09/2013;Caretta caretta;Tortuga Boba;2582 - actual;El socorro;Artes de pesca;No;LOS REALEJOS;Corte en el cuello por una red de pesca;Artes de pesca;118;El Socorro
07/09/2013;Caretta caretta;Tortuga Boba;2510 - actual;Puerto Colón;Artes de pesca;No;ADEJE;Enrollada en plástico y basuras, percebes en el caparazón;Artes de pesca;428;Puerto Colon
04/09/2013;Caretta caretta;Tortuga Boba;2500 - actual;Playa de las Vistas;Artes de pesca;No;ARONA;cortes en las aletas delanteras.;Artes de pesca;320;Playa De Las Vistas
04/09/2013;Caretta caretta;Tortuga Boba;2499 - actual;Los Cristianos;Artes de pesca;No;ARONA;red de pesca enredada en el cuello.;Artes de pesca;220;Los Cristianos
03/09/2013;Caretta caretta;Tortuga Boba;2494 - actual;El Porís de Abona;Artes de pesca;No;ARICO;enredada en una red con un abadejo de 1,5 Kg., corte en el cuello, con agujero de un posible arpón.;Artes de pesca;112;El Poris De Abona
21/08/2013;Caretta caretta;Tortuga Boba;2456 - actual;Playa San Juan;Otros;No;GUÍA DE ISORA;Bien, 40 kilos!!;Otros;374;Playa San Juan
18/08/2013;Caretta caretta;Tortuga Boba;2445 - actual;Puerto Colón;Otros;No;ADEJE;Mordida en la punta de la aleta delantera dercha;Otros;428;Puerto Colon
15/08/2013;Caretta caretta;Tortuga Boba;2432 - actual;Playa San Juan;Artes de pesca;No;GUÍA DE ISORA;Aletas delantera izda y trasera derecha con necrosis por enmallamiento. Se amputa la delantera y se arregla la trasera;Artes de pesca;374;Playa San Juan
14/08/2013;Caretta caretta;Tortuga Boba;2422 - actual;puerto;Debilidad agotamiento;No;GARACHICO;59 kilos, liberada en la Caleta de Interian, Con Clacas pero bien;Debilidad agotamiento;419;Puerto
12/08/2013;Caretta caretta;Tortuga Boba;2414 - actual;Muelle;Enfermedad;No;SANTIAGO DEL TEIDE;Muy delgada;Enfermedad;259;Muelle
04/08/2013;Caretta caretta;Tortuga Boba;2386 - actual;Los Gigantes;Enfermedad;No;SANTIAGO DEL TEIDE;Musgos en el caparazón pero bien;Enfermedad;227;Los Gigantes
01/08/2013;Caretta caretta;Tortuga Boba;2374 - actual;casco;Artes de pesca;No;SANTA CRUZ DE TENERIFE;Aleta delantera derecha necrosada, se amputa el 8/8, Liberada en el Socorro;Artes de pesca;55;Casco
31/07/2013;Caretta caretta;Tortuga Boba;2371 - actual;Puerto Colón;Otros;No;ADEJE;APN;Otros;428;Puerto Colon
28/07/2013;Caretta caretta;Tortuga Boba;2362 - actual;Puerto Colón;Enfermedad;No;ADEJE;Liberada en el Caletón. Llena de percebes;Enfermedad;428;Puerto Colon
28/07/2013;Caretta caretta;Tortuga Boba;2361 - actual;Puerto Colón;Enfermedad;No;ADEJE;Llena de percebes. Liberada en El Socorro.;Enfermedad;428;Puerto Colon
26/07/2013;Caretta caretta;Tortuga Boba;2353 - actual;Fañabé;Artes de pesca;No;ADEJE;Herida en aleta derecha por enmallamiento;Artes de pesca;133;Fañabe
22/07/2013;Caretta caretta;Tortuga Boba;2332 - actual;puerto Colón;Artes de pesca;No;ADEJE;Aleta trasera izda con nylon, bastante deteriorada pero sin fractura, se limpia y queda mejor. Liberada en El Socorro;Artes de pesca;426;Puerto Colon
22/07/2013;Caretta caretta;Tortuga Boba;2331 - actual;Puerto Colón;Otros;No;ADEJE;APN, está bien. Liberada en la playa de Abama.;Otros;428;Puerto Colon
21/07/2013;Caretta caretta;Tortuga Boba;2324 - actual;Pto. Colón;Enfermedad;No;ADEJE;Flota, con mucho musgo enm el caparzón;Enfermedad;402;Pto. Colon
18/07/2013;Caretta caretta;Tortuga Boba;2312 - actual;los Gigantes;Artes de pesca;No;SANTIAGO DEL TEIDE;Aleta delantera izda necrosada por enmallamiento;Artes de pesca;225;Los Gigantes
18/07/2013;Caretta caretta;Tortuga Boba;2307 - actual;Los Gigantes;Enfermedad;No;SANTIAGO DEL TEIDE;Musgos y percebes, herida en ojo derecho, Liberada en playa de Abama;Enfermedad;227;Los Gigantes
16/07/2013;Caretta caretta;Tortuga Boba;2295 - actual;El Poris;Artes de pesca;No;ARICO;Aleta trasera derecha necrosada, clacas en caparazón;Artes de pesca;107;El Poris
