Fecha;Especie;Nombre vulgar;Nº Ficha;Paraje;Causa;Muerte;Mun. recogida;Observaciones;Causa2;id_addr;address2
25/05/2019;Caretta caretta;Tortuga Boba;11061 - actual;PLAYA SAN JUAN - GUÍA DE ISORA;Indeterminado;No;GUÍA DE ISORA;Encontrada a la deriva en la bocana del muelle de Playa San Juan;Indeterminado;375;Playa San Juan - Guia De Isora
26/05/2019;Caretta caretta;Tortuga Boba;11065 - actual;EL PORIS - ARICO;Indeterminado;No;ARICO;se lleva al PIRS 5 kg.;Indeterminado;109;El Poris - Arico
26/05/2019;Caretta caretta;Tortuga Boba;11066 - actual;NA;Indeterminado;No;ARONA;Muy descompuesta. PIRS;Indeterminado;NA;NA
27/05/2019;Caretta caretta;Tortuga Boba;11074 - actual;PUERTO COLÓN - ADEJE;Debilidad agotamiento;No;ADEJE;pequeñita con percebes en el caparazón, se libera sin microchip, no quedan;Debilidad agotamiento;431;Puerto Colon - Adeje
06/06/2019;Caretta caretta;Tortuga Boba;11140 - actual;ALCALÁ - GUÍA DE ISORA;Indeterminado;No;GUÍA DE ISORA;DESCOMPUESTA NIVEL 3.;Indeterminado;12;Alcala - Guia De Isora
07/06/2019;Caretta caretta;Tortuga Boba;11145 - actual;PLAYA FAÑABE - ADEJE;Enfermedad;No;ADEJE;RECOGIDA A 2 MILLAS DE FAÑABÉ;Enfermedad;343;Playa Fañabe - Adeje
09/06/2019;Caretta caretta;Tortuga Boba;11155 - actual;Playa Sibora - LOS SILOS;Indeterminado;No;LOS SILOS;MUY DESCOMPUESTA NIVEL4;Indeterminado;378;Playa Sibora - Los Silos
09/06/2019;Caretta caretta;Tortuga Boba;11156 - actual;PLAYA FAÑABE - ADEJE;Debilidad agotamiento;Si;ADEJE;CAQUEXIA. MUCHO MUSGO EN EL CAPARAZON, MUY DEBIL. SE TRATA CON SUEROTERAPIA Y ANTIBIOTICOS;Debilidad agotamiento;343;Playa Fañabe - Adeje
15/06/2019;Caretta caretta;Tortuga Boba;11196 - actual;PUERTO COLÓN - ADEJE;Enfermedad;No;ADEJE;Meteorizado, inflado, flota y nada mal. se le hacen lavativas y enrofloxacina. Se recupera muy bien;Enfermedad;431;Puerto Colon - Adeje
16/06/2019;Caretta caretta;Tortuga Boba;11201 - actual;PUERTO COLÓN - ADEJE;Soleándose;No;ADEJE;NA;Soleándose;431;Puerto Colon - Adeje
16/06/2019;Caretta caretta;Tortuga Boba;11202 - actual;PUERTO COLÓN - ADEJE;Soleándose;No;ADEJE;NA;Soleándose;431;Puerto Colon - Adeje
16/06/2019;Caretta caretta;Tortuga Boba;11203 - actual;PUERTO COLÓN - ADEJE;Soleándose;No;ADEJE;NA;Soleándose;431;Puerto Colon - Adeje
17/06/2019;Caretta caretta;Tortuga Boba;11207 - actual;PLAYA FAÑABE - ADEJE;Indeterminado;No;ADEJE;Descomposición moderada, encontrada a 3 millas de fañabé;Indeterminado;343;Playa Fañabe - Adeje
18/06/2019;Caretta caretta;Tortuga Boba;11221 - actual;LAS GALLETAS - ARONA;Enfermedad;No;ARONA;ANIMAL GRANDE FLOTANDO A LA DERIVA, TTO. ANTIBIOTICOS .;Enfermedad;203;Las Galletas - Arona
21/06/2019;Caretta caretta;Tortuga Boba;11240 - actual;TEJINA - LA LAGUNA;Muerte Natural;No;LA LAGUNA;Descomposición prolongada.;Otros;500;Tejina - La Laguna
22/06/2019;Caretta caretta;Tortuga Boba;11241 - actual;EL PORIS - ARICO;Muerte Natural;No;ARICO;Muy descompuesta.;Otros;109;El Poris - Arico
23/06/2019;Caretta caretta;Tortuga Boba;11252 - actual;PUERTO COLÓN - ADEJE;Enfermedad;No;ADEJE;Flotando en el mar, lesiones en parte caudal del caparazón, tratamiento con permanganato y limpieza manual;Enfermedad;431;Puerto Colon - Adeje
23/06/2019;Caretta caretta;Tortuga Boba;11253 - actual;PUERTO COLÓN - ADEJE;Debilidad agotamiento;No;ADEJE;NA;Debilidad agotamiento;431;Puerto Colon - Adeje
23/03/2019;Caretta caretta;Tortuga Boba;11254 - actual;PUERTO COLÓN - ADEJE;Debilidad agotamiento;No;ADEJE;Pequeña. liberada a 2 millas de los Gigantes;Debilidad agotamiento;431;Puerto Colon - Adeje
25/06/2019;Caretta caretta;Tortuga Boba;11268 - actual;MUELLE - SANTA CRUZ DE TENERIFE;Debilidad agotamiento;Si;SANTA CRUZ DE TENERIFE;Muy flaca,percebes en el caparazón y débil.;Debilidad agotamiento;260;Muelle - Santa Cruz De Tenerife
29/06/2019;Caretta caretta;Tortuga Boba;11308 - actual;EL PORIS - ARICO;Indeterminado;No;ARICO;En estado avanzado de descomposición.;Indeterminado;109;El Poris - Arico
30/06/2019;Caretta caretta;Tortuga Boba;11314 - actual;ARONA - ARONA;Indeterminado;No;ARONA;Sin Microchip. No se midió;Indeterminado;31;Arona - Arona
30/06/2019;Caretta caretta;Tortuga Boba;11315 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;Enmallada;No;SANTIAGO DEL TEIDE;NA;Enmallada;228;Los Gigantes - Santiago Del Teide
30/06/2019;Caretta caretta;Tortuga Boba;11316 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;Enmallada;No;SANTIAGO DEL TEIDE;NA;Enmallada;228;Los Gigantes - Santiago Del Teide
01/07/2019;Caretta caretta;Tortuga Boba;11318 - actual;LAS GALLETAS - ARONA;Enmallada;No;ARONA;NA;Enmallada;203;Las Galletas - Arona
01/07/2019;Caretta caretta;Tortuga Boba;11323 - actual;CANDELARIA - CANDELARIA;Indeterminado;No;CANDELARIA;NA;Indeterminado;54;Candelaria - Candelaria
03/07/2019;Caretta caretta;Tortuga Boba;11337 - actual;EL PORIS - ARICO;Artes de pesca;No;ARICO;Corte en la aleta delantera izquierda. Amputación aleta delantera izquierda.;Artes de pesca;109;El Poris - Arico
03/07/2019;Caretta caretta;Tortuga Boba;11338 - actual;EL PORIS - ARICO;Artes de pesca;No;ARICO;NA;Artes de pesca;109;El Poris - Arico
04/07/2019;Caretta caretta;Tortuga Boba;11347 - actual;EL PORIS - ARICO;Debilidad agotamiento;No;ARICO;no se tomaron datos de peso ni medidas;Debilidad agotamiento;109;El Poris - Arico
04/07/2019;Caretta caretta;Tortuga Boba;11350 - actual;SANTIAGO DEL TEIDE - SANTIAGO DEL TEIDE;Soleándose;No;SANTIAGO DEL TEIDE;NA;Soleándose;484;Santiago Del Teide - Santiago Del Teide
04/07/2019;Caretta caretta;Tortuga Boba;11351 - actual;PLAYA SAN JUAN - GUÍA DE ISORA;Enmallada;No;GUÍA DE ISORA;NA;Enmallada;375;Playa San Juan - Guia De Isora
05/07/2019;Caretta caretta;Tortuga Boba;11359 - actual;EL PORIS - ARICO;Artes de pesca;No;ARICO;NA;Artes de pesca;109;El Poris - Arico
06/07/2019;Caretta caretta;Tortuga Boba;11369 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;Corte en aleta.;Artes de pesca;431;Puerto Colon - Adeje
06/07/2019;Caretta caretta;Tortuga Boba;11370 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;Choques;No;SANTIAGO DEL TEIDE;NA;Choques;228;Los Gigantes - Santiago Del Teide
12/07/2019;Caretta caretta;Tortuga Boba;11406 - actual;SANTIAGO DEL TEIDE - SANTIAGO DEL TEIDE;Artes de pesca;Si;SANTIAGO DEL TEIDE;NA;Artes de pesca;484;Santiago Del Teide - Santiago Del Teide
12/07/2019;Caretta caretta;Tortuga Boba;11407 - actual;PUERTO COLÓN - ADEJE;Enfermedad;No;ADEJE;NA;Enfermedad;431;Puerto Colon - Adeje
12/07/2019;Caretta caretta;Tortuga Boba;11408 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;NA;Artes de pesca;431;Puerto Colon - Adeje
13/07/2019;Caretta caretta;Tortuga Boba;11411 - actual;EL MÉDANO - GRANADILLA;Indeterminado;No;GRANADILLA;PIRS.;Indeterminado;101;El Medano - Granadilla
14/07/2019;Caretta caretta;Tortuga Boba;11415 - actual;PLAYA FAÑABE - ADEJE;Soleándose;No;ADEJE;NA;Soleándose;343;Playa Fañabe - Adeje
15/07/2019;Caretta caretta;Tortuga Boba;11430 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;Caparazón raspado por parte trasera;Artes de pesca;431;Puerto Colon - Adeje
16/07/2019;Caretta caretta;Tortuga Boba;11434 - actual;TAGANANA - SANTA CRUZ DE TENERIFE;Indeterminado;No;SANTA CRUZ DE TENERIFE;Descompuesta;Indeterminado;494;Taganana - Santa Cruz De Tenerife
19/07/2019;Caretta caretta;Tortuga Boba;11457 - actual;PUERTO COLÓN - ADEJE;Indeterminado;No;ADEJE;NA;Indeterminado;431;Puerto Colon - Adeje
19/07/2019;Caretta caretta;Tortuga Boba;11458 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;Muy activa;Otros;431;Puerto Colon - Adeje
23/07/2019;Caretta caretta;Tortuga Boba;11474 - actual;PUERTO COLÓN - ADEJE;Indeterminado;No;ADEJE;NA;Indeterminado;431;Puerto Colon - Adeje
26/07/2019;Caretta caretta;Tortuga Boba;11493 - actual;LOS CRISTIANOS - ARONA;Otros;No;ARONA;NA;Otros;221;Los Cristianos - Arona
26/07/2019;Caretta caretta;Tortuga Boba;11494 - actual;PLAYA FAÑABE - ADEJE;Artes de pesca;No;ADEJE;NA;Artes de pesca;343;Playa Fañabe - Adeje
27/07/2019;Caretta caretta;Tortuga Boba;11501 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;Enmallada;No;SANTIAGO DEL TEIDE;Pequeñas marcas de enmallamiento en aletas delanteras y muy flaca;Enmallada;228;Los Gigantes - Santiago Del Teide
28/07/2019;Caretta caretta;Tortuga Boba;11506 - actual;PORIS DE ABONA - ARICO;Enmallada;No;ARICO;Apareció en la costa;Enmallada;391;Poris De Abona - Arico
28/07/2019;Caretta caretta;Tortuga Boba;11508 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;Enmallada;No;SANTIAGO DEL TEIDE;Aleta delantera izquierda en mal estado. AMPUTADA 29/07/2019;Enmallada;228;Los Gigantes - Santiago Del Teide
28/07/2019;Caretta caretta;Tortuga Boba;11509 - actual;NA;Enmallada;No;SANTIAGO DEL TEIDE;Aleta delantera derecha con restos de Rafia. AMPUTADA 29/07/2019;Enmallada;NA;NA
28/07/2019;Caretta caretta;Tortuga Boba;11510 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;Encontrada flotando por embarcación particular;Otros;431;Puerto Colon - Adeje
30/07/2019;Caretta caretta;Tortuga Boba;11517 - actual;PUERTO COLÓN - ADEJE;Indeterminado;No;ADEJE;NA;Indeterminado;431;Puerto Colon - Adeje
30/07/2019;Caretta caretta;Tortuga Boba;11519 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;NA;Otros;431;Puerto Colon - Adeje
30/07/2019;Caretta caretta;Tortuga Boba;11521 - actual;PUERTO COLÓN - ADEJE;Indeterminado;No;ADEJE;NA;Indeterminado;431;Puerto Colon - Adeje
30/07/2019;Caretta caretta;Tortuga Boba;11522 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;Rafia en la boca;Otros;431;Puerto Colon - Adeje
01/08/2019;Caretta caretta;Tortuga Boba;11536 - actual;PUERTO COLÓN - ADEJE;Debilidad agotamiento;No;ADEJE;Débil. Peso 1,113kg;Debilidad agotamiento;431;Puerto Colon - Adeje
02/08/2019;Caretta caretta;Tortuga Boba;11544 - actual;PUERTO COLÓN - ADEJE;Indeterminado;No;ADEJE;Sin microchip. Se traslada al PIRS, muy grande y podrida. Hay fotos;Indeterminado;431;Puerto Colon - Adeje
02/08/2019;Caretta caretta;Tortuga Boba;11545 - actual;PUERTO COLÓN - ADEJE;Indeterminado;No;ADEJE;Está bien. Peso 1,012Kg;Indeterminado;431;Puerto Colon - Adeje
04/08/2019;Caretta caretta;Tortuga Boba;11551 - actual;EL PORIS - ARICO;Artes de pesca;Si;ARICO;Corte en aleta delantera derecha.;Artes de pesca;109;El Poris - Arico
03/08/2019;Caretta caretta;Tortuga Boba;11552 - actual;PUERTO COLÓN - ADEJE;Debilidad agotamiento;No;ADEJE;Amputación aleta DERECHA 23/08/2019;Debilidad agotamiento;431;Puerto Colon - Adeje
06/08/2019;Caretta caretta;Tortuga Boba;11563 - actual;EL PORIS - ARICO;Indeterminado;No;ARICO;Podrida; trasladada al pirs.;Indeterminado;109;El Poris - Arico
07/08/2019;Caretta caretta;Tortuga Boba;11564 - actual;EL MÉDANO - GRANADILLA;Artes de pesca;Si;GRANADILLA;NA;Artes de pesca;101;El Medano - Granadilla
07/08/2019;Caretta caretta;Tortuga Boba;11570 - actual;CANDELARIA - CANDELARIA;Artes de pesca;No;CANDELARIA;Podrida con una red colgando.Trasladada al pirs.;Artes de pesca;54;Candelaria - Candelaria
07/08/2019;Caretta caretta;Tortuga Boba;11571 - actual;EL MÉDANO - GRANADILLA;Artes de pesca;No;GRANADILLA;Corte en las dos aletas delanteras por rafia.;Artes de pesca;101;El Medano - Granadilla
08/08/2019;Caretta caretta;Tortuga Boba;11579 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;Nylon saliendo de la boca. Muchos sacabocados en el plastrón. Muy ACTIVA liberada en alta mar. Apareció muerta el 18 de agosto de 2021 en Adeje;Artes de pesca;431;Puerto Colon - Adeje
09/08/2019;Caretta caretta;Tortuga Boba;11580 - actual;PUERTO COLÓN - ADEJE;Debilidad agotamiento;No;ADEJE;NA;Debilidad agotamiento;431;Puerto Colon - Adeje
10/08/2019;Caretta caretta;Tortuga Boba;11583 - actual;EL PORIS - ARICO;Indeterminado;No;ARICO;Disecada;Indeterminado;109;El Poris - Arico
10/08/2019;Caretta caretta;Tortuga Boba;11584 - actual;EL PORIS - ARICO;Artes de pesca;No;ARICO;Le falta aleta delantera derecha;Artes de pesca;109;El Poris - Arico
10/08/2019;Caretta caretta;Tortuga Boba;11587 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;Con musgos;Otros;431;Puerto Colon - Adeje
11/08/2019;Caretta caretta;Tortuga Boba;11590 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;Corte en la aleta delantera izquierda. Se le amputa la aleta el 23/08/2019;Artes de pesca;431;Puerto Colon - Adeje
12/08/2019;Caretta caretta;Tortuga Boba;11592 - actual;PUERTO COLÓN - ADEJE;Indeterminado;No;ADEJE;Estaba flotando;Indeterminado;431;Puerto Colon - Adeje
12/08/2019;Caretta caretta;Tortuga Boba;11596 - actual;PALM-MAR - ARONA;Artes de pesca;No;ARONA;Corte aleta delantera derecha. Se le amputa el 23/082019;Artes de pesca;289;Palm-mar - Arona
12/08/2019;Caretta caretta;Tortuga Boba;11597 - actual;PUERTO COLÓN - ADEJE;Soleándose;No;ADEJE;NA;Soleándose;431;Puerto Colon - Adeje
12/08/2019;Caretta caretta;Tortuga Boba;11598 - actual;PUERTO COLÓN - ADEJE;Soleándose;No;ADEJE;NA;Soleándose;431;Puerto Colon - Adeje
12/08/2019;Caretta caretta;Tortuga Boba;11599 - actual;PUERTO COLÓN - ADEJE;Soleándose;No;ADEJE;NA;Soleándose;431;Puerto Colon - Adeje
12/08/2019;Caretta caretta;Tortuga Boba;11600 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;Otros;No;SANTIAGO DEL TEIDE;NA;Otros;228;Los Gigantes - Santiago Del Teide
13/08/2019;Caretta caretta;Tortuga Boba;11604 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;Aleta delantera derecha necrosada. Amputación de aleta derecha 20/08/2019;Otros;431;Puerto Colon - Adeje
13/08/2019;Caretta caretta;Tortuga Boba;11605 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;Otros;No;SANTIAGO DEL TEIDE;Sacabocados en el plastrón y algo de musgo en el caparazón, le falta la parte trasera del caparazón;Otros;228;Los Gigantes - Santiago Del Teide
14/08/2019;Caretta caretta;Tortuga Boba;11609 - actual;Puertito de Güímar - Puertito de Güímar;Choques;No;GÜÍMAR;Aleta delantera derecha necrosada. Amputación aleta el 23/08/2019;Choques;417;Puertito De Guimar - Puertito De Guimar
17/08/2019;Caretta caretta;Tortuga Boba;11614 - actual;PUERTO COLÓN - ADEJE;Indeterminado;Si;ADEJE;Condición corporal media-alta. Sacabocados en el plastrón. Muy activa;Indeterminado;431;Puerto Colon - Adeje
19/08/2019;Caretta caretta;Tortuga Boba;11624 - actual;EL PORIS - ARICO;Indeterminado;No;ARICO;NA;Indeterminado;109;El Poris - Arico
19/08/2019;Caretta caretta;Tortuga Boba;11625 - actual;PUERTO COLÓN - ADEJE;Debilidad agotamiento;No;ADEJE;Flaca;Debilidad agotamiento;431;Puerto Colon - Adeje
20/08/2019;Caretta caretta;Tortuga Boba;11626 - actual;EL PORIS - ARICO;Indeterminado;No;ARICO;Ingresa cadáver;Indeterminado;109;El Poris - Arico
20/08/2019;Caretta caretta;Tortuga Boba;11627 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;Aleta con muchos sacabocados. En general en buen estado;Otros;431;Puerto Colon - Adeje
21/08/2019;Caretta caretta;Tortuga Boba;11629 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;Sacabocados en el plastrón;Otros;431;Puerto Colon - Adeje
22/08/2019;Caretta caretta;Tortuga Boba;11631 - actual;LAS GALLETAS - ARONA;Choques;No;ARONA;Flotando a la deriva;Choques;203;Las Galletas - Arona
22/08/2019;Caretta caretta;Tortuga Boba;11634 - actual;EL MÉDANO - GRANADILLA;Artes de pesca;No;GRANADILLA;Muy débil y deshidratada. Aleta izquierda con hilo, nylon. Se le amputa el 23/082019;Artes de pesca;101;El Medano - Granadilla
24/08/2019;Caretta caretta;Tortuga Boba;11640 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;Enmallada en palangre. Aleta delantera  izquierda en mal estado con un corte. Le falta el ojo izquierdo. SACABOCADOS por todo el cuerpo;Artes de pesca;431;Puerto Colon - Adeje
29/08/2019;Caretta caretta;Tortuga Boba;11656 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;Aparentemente bien;Otros;431;Puerto Colon - Adeje
31/08/2019;Caretta caretta;Tortuga Boba;11665 - actual;LOS CRISTIANOS - ARONA;Indeterminado;No;ARONA;Trasladada al PIRS, no tiene microchip.;Indeterminado;221;Los Cristianos - Arona
01/09/2019;Caretta caretta;Tortuga Boba;11669 - actual;PUERTO COLÓN - ADEJE;Indeterminado;No;ADEJE;NA;Indeterminado;431;Puerto Colon - Adeje
03/09/2019;Caretta caretta;Tortuga Boba;11675 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;Estaba bien;Otros;431;Puerto Colon - Adeje
04/09/2019;Caretta caretta;Tortuga Boba;11677 - actual;SAN ANDRES - SANTA CRUZ DE TENERIFE;Artes de pesca;No;SANTA CRUZ DE TENERIFE;Ojo derecho necrótico, bulbo negro, párpados necróticos. Anucleación del ojo. Alsir + metacam, luego limpiar con furacin y crema cicatrizante de miel;Artes de pesca;479;San Andres - Santa Cruz De Tenerife
05/09/2019;Caretta caretta;Tortuga Boba;11682 - actual;TAGANANA - SANTA CRUZ DE TENERIFE;Artes de pesca;Si;SANTA CRUZ DE TENERIFE;NA;Artes de pesca;494;Taganana - Santa Cruz De Tenerife
06/09/2019;Caretta caretta;Tortuga Boba;11684 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;Estaba bien;Otros;431;Puerto Colon - Adeje
08/09/2019;Caretta caretta;Tortuga Boba;11689 - actual;PUERTO COLÓN - ADEJE;Indeterminado;No;ADEJE;NA;Indeterminado;431;Puerto Colon - Adeje
10/09/2019;Caretta caretta;Tortuga Boba;11693 - actual;PUERTO COLÓN - ADEJE;Enfermedad;No;ADEJE;Llena de musgo, recogida con microchip. Fue liberada por nosotros el día 29/03/2019 En el Médano con número de ficha anterior 10700;Enfermedad;431;Puerto Colon - Adeje
11/09/2019;Caretta caretta;Tortuga Boba;11696 - actual;LOS CRISTIANOS - ARONA;Otros;No;ARONA;NA;Otros;221;Los Cristianos - Arona
13/09/2019;Caretta caretta;Tortuga Boba;11701 - actual;PUERTO COLÓN - ADEJE;Otros;No;ADEJE;LLena de musgo. Le falta la aleta trasera derecha;Otros;431;Puerto Colon - Adeje
18/09/2019;Caretta caretta;Tortuga Boba;11716 - actual;LAS AMERICAS - ADEJE;Debilidad agotamiento;No;ADEJE;Estrangulamiento de la aleta delantera derecha;Debilidad agotamiento;194;Las Americas - Adeje
18/09/2019;Caretta caretta;Tortuga Boba;11717 - actual;LOS CRISTIANOS - ARONA;Indeterminado;No;ARONA;Gran estado de descomposición;Indeterminado;221;Los Cristianos - Arona
18/09/2019;Caretta caretta;Tortuga Boba;11718 - actual;EL MÉDANO - GRANADILLA;Debilidad agotamiento;Si;GRANADILLA;Musgo en caparazón. Parecía obstruida (sistema digestivo), defecaba plástico y arena. No comía por ella sola. Muy débil e hinchada.;Debilidad agotamiento;101;El Medano - Granadilla
19/09/2019;Caretta caretta;Tortuga Boba;11722 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;Debilidad agotamiento;No;SANTIAGO DEL TEIDE;Falta pesar, no funciona la pesa. Libera SEO.;Debilidad agotamiento;228;Los Gigantes - Santiago Del Teide
20/09/2019;Caretta caretta;Tortuga Boba;11724 - actual;EL BOLLULLO - La Orotava;Indeterminado;No;LA OROTAVA;No se pudo sacar y se enterró en la zona.;Indeterminado;91;El Bollullo - La Orotava
20/09/2019;Caretta caretta;Tortuga Boba;11726 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;Debilidad agotamiento;No;SANTIAGO DEL TEIDE;Falta pesar, la pesa no funciona.;Debilidad agotamiento;228;Los Gigantes - Santiago Del Teide
21/09/2019;Caretta caretta;Tortuga Boba;11731 - actual;Las Teresitas - Santa Cruz;Choques;No;SANTA CRUZ DE TENERIFE;Golpe en caparazón.;Choques;212;Las Teresitas - Santa Cruz
21/09/2019;Caretta caretta;Tortuga Boba;11732 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;Artes de pesca;No;SANTIAGO DEL TEIDE;NA;Artes de pesca;228;Los Gigantes - Santiago Del Teide
24/09/2019;Caretta caretta;Tortuga Boba;11750 - actual;LAS GALLETAS - ARONA;Artes de pesca;No;ARONA;Vino con rafia en la cabeza y un corte pequeño en la aleta;Artes de pesca;203;Las Galletas - Arona
24/09/2019;Caretta caretta;Tortuga Boba;11751 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;NA;Artes de pesca;431;Puerto Colon - Adeje
24/09/2019;Caretta caretta;Tortuga Boba;11752 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;NA;Artes de pesca;431;Puerto Colon - Adeje
24/09/2019;Caretta caretta;Tortuga Boba;11753 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;NA;Artes de pesca;431;Puerto Colon - Adeje
24/05/2019;Caretta caretta;Tortuga Boba;11754 - actual;PUERTO COLÓN - ADEJE;Artes de pesca;No;ADEJE;NA;Artes de pesca;431;Puerto Colon - Adeje
24/09/2019;Caretta caretta;Tortuga Boba;11755 - actual;PUERTO COLÓN - ADEJE;Debilidad agotamiento;No;ADEJE;NA;Debilidad agotamiento;431;Puerto Colon - Adeje
25/09/2019;Caretta caretta;Tortuga Boba;11756 - actual;EL PORIS - ARICO;Debilidad agotamiento;No;ARICO;NA;Debilidad agotamiento;109;El Poris - Arico
